video_id,channel_id,published_at,status,last_polled_at,next_poll_at,current_interval_hours,created_at,thumbnail_url,title,description,tags,category_id,duration,discovery_lag_h,first_scrape_at,last_scrape_at,true_first_age_h,true_last_age_h
Bf2G54fW0A8,UCgnFSj7jQffD5V5m05j4dPw,2026-08-06 13:18:17+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-06 14:32:55.540381+00:00,https://i.ytimg.com/vi/Bf2G54fW0A8/maxresdefault.jpg,හැකි ඉක්මනින් පළාත් සභා මැතිවරණය පැවැත්වීම රජයේ අරමුණයි.. - නලින්ද ජයතිස්ස,"හැකි ඉක්මනින් පළාත් සභා මැතිවරණය පැවැත්වීම රජයේ අරමුණයි.. - නලින්ද ජයතිස්ස 
#LKA #News1st #SL #CRD #IDR
Newsfirst.lk is a leading news website in Sri Lanka that provides a wide range of news and information on current events, politics, sports, weather, exams, business, entertainment, and world news. The website is known for its comprehensive coverage of breaking news and top stories from around the country and is a reliable source of up-to-date news and information. In addition to its news coverage, Newsfirst.lk also offers a variety of features and multimedia content, including video reports, podcasts, and photo galleries. Overall, Newsfirst.lk is an excellent resource for staying informed about the latest developments in Sri Lanka and around the world.


👉 Facebook Channel: https://m.me/j/AbaQ5X0ZEJrNW3q2/
👉 Whatsapp Channel එකට එකතු වෙන්න https://news1st.lk/WhatsappChannel
👉 Subscribe us: https://www.youtube.com/NewsFirstSrilanka

👉 JOIN US 
📌 Whatsapp - https://news1st.lk/whatsappg9
📌 Telegram - https://news1st.lk/Telegram  
📌 Viber - https://news1st.lk/viber  

👉 FOLLOW US    
📌Instagram - https://news1st.lk/instagram 
📌Youtube - https://news1st.lk/youtube 
📌Twitter - https://news1st.lk/twitter 
📌Tiktok - https://news1st.lk/tiktok 
📌Facebook - https://news1st.lk/facebook



Web: www.newsfirst.lk
Email: contact@newsfirst.lk
Telephone: +94 114792700

#News1st #SirasaTV #SirasaNews #BreakingNews #NewsLive #NewsfirstDigital #WithThePeople #NewsAtSeven #NewsAtTen  #WeReportYouDecide","[""breaking news sri lanka"",""cricket sri lanka"",""English news"",""Investigative journalism"",""Live streaming"",""sirasa news"",""sirasa tv"",""sri lanka"",""Sri Lanka news"",""Sri Lanka politics"",""Sri Lanka sports"",""TV news"",""ලංකා නිවුස්"",""ශ්‍රී ලංකා ප්‍රවෘත්ති"",""සිංහල නිව්ස්"",""news1st"",""Newsfirst Sri Lanka"",""Breaking News"",""Sri Lanka News Today"",""Sri Lanka News Live"",""Sri Lanka News Sinhala""]",22.0,PT1M47S,1.2440389947222221,2026-08-06 14:35:27.315007+00:00,2026-08-15 11:50:20.593489+00:00,1.2861986130555556,214.53433152472223
BF4z5ff6lsw,UCckltLEhFLv8Xz_lQhYfwmg,2026-08-05 13:32:08+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-05 14:31:03.256861+00:00,https://i.ytimg.com/vi/BF4z5ff6lsw/maxresdefault.jpg,"""වසන්ත සමරසිංහ ජනාධිපති කාර්යාලයට කරපු හානිය සාමුහිකව නැතුව තනි තනිව කියන්න"" - Hiru News","""වසන්ත සමරසිංහ ජනාධිපති කාර්යාලයට කරපු හානිය සාමුහිකව නැතුව තනි තනිව කියන්න"" අරගල නඩුවලට උසාවි ආපු වසන්ත දුන්නු නඩුවේ විස්තරේ.. - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts","[""hiru news"",""hiru tv"",""hiru tv news"",""hiru news live"",""hiru tv news live"",""hiru news today"",""හිරු"",""හිරු ප්‍රවෘත්ති"",""හිරු නිවුස්"",""hiru news 11.55"",""hiru news 6.55"",""hiru news 9.55"",""breaking news"",""latest news"",""sri lanka news"",""sinhala news"",""english news"",""HiruMedia"",""News 2024""]",25.0,PT2M16S,0.9820157947222222,2026-08-05 14:35:26.343957+00:00,2026-08-15 11:50:20.593489+00:00,1.0550955436111111,238.30349819138888
BFIDverwsUU,UCCK3OZi788Ok44K97WAhLKQ,2026-07-27 13:20:19+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-27 15:11:23.493555+00:00,https://i.ytimg.com/vi/BFIDverwsUU/maxresdefault.jpg,"බාධක මැද පැවැත්වූ සඟ සමුළුව - ""මඩවලට බය නම් සංඝ රත්නය මෙතැනට වඩින්නේ නෑ"" | Ada Derana","Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

බාධක මැද පැවැත්වූ සඟ සමුළුව

""මඩවලට බය නම් සංඝ රත්නය මෙතැනට වඩින්නේ නෑ
ඉදිරියේ දී මීට වඩා භයානකයි...""

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026""]",25.0,PT3M19S,1.8512482097222223,2026-07-27 15:15:23.591777+00:00,2026-08-15 11:50:20.593489+00:00,1.9179421602777778,454.50044263583334
bHqV1k-xw-A,UCckltLEhFLv8Xz_lQhYfwmg,2026-08-03 13:16:13+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-03 15:13:58.421254+00:00,https://i.ytimg.com/vi/bHqV1k-xw-A/maxresdefault.jpg,ජලයෙන් යට වූ බඩු ටික බේරගන්න ගේමක් දෙන අයියලා සෙට් එක  - Hiru News,"ජලයෙන් යට වූ බඩු ටික බේරගන්න ගේමක් දෙන අයියලා සෙට් එක  - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts","[""hiru news"",""hiru tv"",""hiru tv news"",""hiru news live"",""hiru tv news live"",""hiru news today"",""හිරු"",""හිරු ප්‍රවෘත්ති"",""හිරු නිවුස්"",""hiru news 11.55"",""hiru news 6.55"",""hiru news 9.55"",""breaking news"",""latest news"",""sri lanka news"",""sinhala news"",""english news"",""HiruMedia"",""News 2024""]",25.0,PT25S,1.962617015,2026-08-03 15:15:28.788603+00:00,2026-08-15 11:50:20.593489+00:00,1.987719056388889,286.56877596916667
bHwBO4qNzF8,UCCK3OZi788Ok44K97WAhLKQ,2026-07-30 01:47:16+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-30 03:25:20.550204+00:00,https://i.ytimg.com/vi/bHwBO4qNzF8/maxresdefault.jpg,"""එල් - නිනෝ හමුවේ මහ කන්නය ඔක්තෝබර් මුල සිට"" | Ada Derana","Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026""]",25.0,PT2M9S,1.634597278888889,2026-07-30 03:30:32.546838+00:00,2026-08-15 11:50:20.593489+00:00,1.7212630105555555,394.0512759691667
BhZFpRQi1dA,UCKS1HX4moHCcDBZnM9k4giw,2026-07-29 13:25:01+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-29 14:29:50.600302+00:00,https://i.ytimg.com/vi/BhZFpRQi1dA/maxresdefault.jpg,🔴 Booba LIVE: Full Episodes Marathon,"Watch Booba cartoons live and enjoy full episodes with funny surprises, new discoveries, and playful adventures! Join Booba as he explores different places, faces unexpected challenges, and turns every day into a fun story for kids and families.

Subscribe ➡ http://boobatv.com

🎮 Play & learn with Booba:
🍳 Booba Kitchen — http://boobatv.com/BoobaKitchen
🎓 Educational Games — https://boobatv.com/EducationalGames
🧀 Booba RUSH — http://boobatv.com/BoobaRUSH

🎬 More Booba episodes:
https://youtu.be/VGIDZ8XEOOU
https://youtu.be/FvnX1uCFAnA
https://youtu.be/5ThKzNaSqcU
https://youtu.be/5ThKzNaSqcU
https://youtu.be/U7fjQXczj4Y
https://youtu.be/pHq3j3gZUYs
https://youtu.be/GVNQYfY1r70
https://youtu.be/DlbFNV5bbFI
https://youtu.be/209Kwx6tD6U

#booba #livestream #forkids #animation #funnycartoons #kidsvideos","[""Booba Live"",""Booba Live Stream"",""animation"",""best cartoons 2026"",""booba"",""booba 24/7"",""booba all episodes"",""booba cartoon"",""booba cartoon marathon"",""booba compilation"",""booba full episodes"",""booba full series"",""booba funny cartoon"",""booba live stream"",""booba new"",""booba non-stop"",""booba online"",""cartoons"",""cartoons for kids"",""funny cartoon"",""funny cartoons""]",1.0,PT5H10M15S,1.0804445283333333,2026-07-29 14:30:40.578390+00:00,2026-08-15 11:50:20.593489+00:00,1.0943273305555556,406.4221093025
BJABCBJ_g0A,UCn0XmAUFv6d2tofMFEesSNw,2026-07-27 01:00:07+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-27 02:05:18.831017+00:00,https://i.ytimg.com/vi/BJABCBJ_g0A/maxresdefault.jpg,බය කළා විතරයි 😕,"අහංකාර ආදරේ මුල සිට නරඹන්න
👉 https://www.sirasa.lk/TBZ5Wk

ලංකාවේ ජනප්‍රියම ටෙලිනාට්‍යය සහ වැඩසටහන් නැරඹීමට #SirasaTV Youtube නාලිකාව දැන්ම Subscribe කරන්න 
👉 www.youtube.com/@SirasaOfficial

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡 
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 - https://www.facebook.com/sirasatvlk
*𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 - https://www.instagram.com/sirasatv.lk 
*𝗧𝗶𝗸𝗧𝗼𝗸 - https://www.tiktok.com/@sirasatv
*𝗧𝘄𝗶𝘁𝘁𝗲𝗿 - https://www.twitter.com/sirasatvlk 
*𝗪𝗲𝗯 - https://www.sirasatv.lk

#SirasaTV #ThePeoplesChannel #lka","[""sirasa tv"",""sirasa tv youtube"",""sirasa tv live"",""latest promo"",""sirasa drama"",""drama trailer"",""drama clips"",""travel"",""sinhala"",""sirasa tv drama"",""viral clips"",""viral videos"",""sirasa tv digital"",""sirasa live"",""latest promos"",""sneak peek"",""latest"",""sirasa trailers"",""promo"",""drama scenes"",""Ahankara Adare"",""අහංකාර ආදරේ"",""Ahankara Adare promo"",""Sachin Liyanage"",""Anjali Jayasinghe"",""Jenat Anthony"",""new teledrama"",""Sirasa new drama"",""latest clips"",""AhankaraAdare""]",24.0,PT59S,1.0866197269444444,2026-07-27 02:06:50.602131+00:00,2026-08-15 11:50:20.593489+00:00,1.1121117030555556,466.83710930250004
BM7CSMYqd3Y,UCCK3OZi788Ok44K97WAhLKQ,2026-07-28 14:26:12+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-28 14:34:06.693942+00:00,https://i.ytimg.com/vi/BM7CSMYqd3Y/maxresdefault.jpg,රැස් බැස්ස ට්‍රම්ප්...අමෙරිකාව ඉරානය සමඟ මිත්‍රශීලී සාකච්ඡාවක | Ada Derana,"රැස් බැස්ස ට්‍රම්ප්...
අමෙරිකාව ඉරානය සමඟ මිත්‍රශීලී සාකච්ඡාවක

ලෝක බොරතෙල් මිල කැපීපේන ලෙස පහළට

Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026""]",25.0,PT2M6S,0.13185942833333333,2026-07-28 14:45:22.053353+00:00,2026-08-15 11:50:20.593489+00:00,0.31945926472222225,429.40238708027783
BmcYDvCPl8Y,UCCK3OZi788Ok44K97WAhLKQ,2026-08-05 03:04:21+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-05 03:29:43.935766+00:00,https://i.ytimg.com/vi/BmcYDvCPl8Y/maxresdefault.jpg,රත්මලාන රත්කළ අත්බෝම්බ ප්‍රහාරය සැකකරුවන් පලා යන හැටි CCTV කැමරාවේ... | Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026""]",25.0,PT52S,0.4230377127777778,2026-08-05 03:35:16.174052+00:00,2026-08-15 11:50:20.593489+00:00,0.5153261255555556,248.76655374694445
BMesz7A8-E0,UCn0XmAUFv6d2tofMFEesSNw,2026-08-06 14:15:06+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-06 14:32:55.540381+00:00,https://i.ytimg.com/vi/BMesz7A8-E0/maxresdefault.jpg,Neela Samanalee (නීල සමනලී) | Episode 10 | 06th August 2026 | Sirasa TV,"Neela Samanalee (නීල සමනලී) 💙🦋 සතියේ දිනවල රාත්‍රී 7.30 ට 
පිහාටුවක් තරමට සැහැල්ලු පාට හීනයක් දකින්න!

ලංකාවේ ජනප්‍රියම ටෙලිනාට්‍යය සහ වැඩසටහන් නැරඹීමට #SirasaTV Youtube නාලිකාව දැන්ම Subscribe කරන්න 
👉 www.youtube.com/@SirasaOfficial

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡 
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 - https://www.facebook.com/sirasatvlk
*𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 - https://www.instagram.com/sirasatv.lk 
*𝗧𝗶𝗸𝗧𝗼𝗸 - https://www.tiktok.com/@sirasatv
*𝗧𝘄𝗶𝘁𝘁𝗲𝗿 - https://www.twitter.com/sirasatvlk 
*𝗪𝗲𝗯 - https://www.sirasatv.lk

#NeelaSamanalee #SirasaTV #ThePeoplesChannel #lka","[""sirasa tv"",""sirasa tv live"",""live sirasa tv"",""sirasa tv live now"",""sirasa tv today"",""sirasa tv channel"",""sirasa tv channel live"",""sirasa tv live online"",""sirasa"",""tv live"",""sirasa youtube"",""sirasa live"",""sinhala teledrama"",""sirasa drama"",""Neela Samanalee"",""නීල සමනලී"",""Neela Samanalee drama"",""Neela Samanalee Epi"",""Neela Samanali"",""Neela Samanali Episode"",""Neela Samanali today"",""nila samanali"",""SirasaTV"",""Sirasa TV"",""Sirasa TV New Drama"",""Sirasa Drama"",""new hit teledrama"",""best teledrama""]",24.0,PT21M12S,0.29709455027777776,2026-08-06 14:35:27.315007+00:00,2026-08-15 11:50:20.593489+00:00,0.3392541686111111,213.58738708027778
bMJlDEzoDrg,UCKS1HX4moHCcDBZnM9k4giw,2026-07-28 16:30:22+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-28 03:32:23.800516+00:00,https://i.ytimg.com/vi/bMJlDEzoDrg/maxresdefault.jpg,⭕ Booba LIVE: Every Full Episode,"Welcome to Booba TV! Watch Booba live and enjoy full episodes, funny surprises, and curious discoveries. Booba and his friends visit new places, get into playful trouble, and share cheerful cartoon adventures for kids and families all day long.

Subscribe ▶ http://boobatv.com  

🎮 Play & explore with Booba:  
🍳 Booba Kitchen — http://boobatv.com/BoobaKitchen  
🎓 Educational Games — https://boobatv.com/EducationalGames  
🧀 Booba RUSH — http://boobatv.com/BoobaRUSH  

#booba #livestream #cartoons247 #fullepisodes #cartoon #funnycartoons #boobatv #cartoonsforkids","[""Booba Live"",""Booba Live Stream"",""animation"",""best cartoons 2026"",""booba"",""booba 24/7"",""booba all episodes"",""booba cartoon"",""booba cartoon marathon"",""booba compilation"",""booba full episodes"",""booba full series"",""booba funny cartoon"",""booba live stream"",""booba new"",""booba non-stop"",""booba online"",""cartoons"",""cartoons for kids"",""funny cartoon"",""funny cartoons""]",1.0,PT11H55M,-12.966166523333332,2026-07-28 03:45:21.046738+00:00,2026-08-15 11:50:20.593489+00:00,-12.750264795000001,427.3329426358334
bMlSi5D2q10,UCCK3OZi788Ok44K97WAhLKQ,2026-07-28 03:28:44+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-28 03:32:23.800516+00:00,https://i.ytimg.com/vi/bMlSi5D2q10/maxresdefault.jpg,"ආණ්ඩුව දිහා බලාගෙන ජොලියෙන් ඉන්න රෝහිත - ""එයාලා හොඳට නානවා"" | Ada Derana","Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

ආණ්ඩුව දිහා බලාගෙන ජොලියෙන් ඉන්න රෝහිත - ""එයාලා හොඳට නානවා...අපි බලන් ඉන්නවා, බඩගින්න වැඩි වුණොත් මිනිස්සුන්ට ඉවසන්න බැරිවෙයි""

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026"",""Rohitha Abegunawardhane""]",25.0,PT1M47S,0.061055698888888885,2026-07-28 03:45:21.046738+00:00,2026-08-15 11:50:20.593489+00:00,0.2769574272222222,440.3601648580556
bNAxBNHtdx8,UCckltLEhFLv8Xz_lQhYfwmg,2026-07-30 14:03:29+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-30 14:29:17.361317+00:00,https://i.ytimg.com/vi/bNAxBNHtdx8/maxresdefault.jpg,"""අනුරව ගෙනාපු අය හිතුවද කවදා හරි අනේ අපිට මැතිවරණයක් දෙන්න කියලා ඉල්ලන්න වෙයි කියලා"" - Hiru News","සිතු දේ නොම වෙයි..නොසිතු දෙයක් වෙයි...ලොව දම් කැරකෙනවා....""අනුරව ගෙනාපු අය හිතුවද කවදා හරි අනේ අපිට මැතිවරණයක් දෙන්න කියලා ඉල්ලන්න වෙයි කියලා"" - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts","[""hiru news"",""hiru tv"",""hiru tv news"",""hiru news live"",""hiru tv news live"",""hiru news today"",""හිරු"",""හිරු ප්‍රවෘත්ති"",""හිරු නිවුස්"",""hiru news 11.55"",""hiru news 6.55"",""hiru news 9.55"",""breaking news"",""latest news"",""sri lanka news"",""sinhala news"",""english news"",""HiruMedia"",""News 2024""]",25.0,PT3M39S,0.4301003658333334,2026-07-30 14:30:24.862682+00:00,2026-08-15 11:50:20.593489+00:00,0.448850745,381.7809981913889
bnb2wCI79yE,UCCK3OZi788Ok44K97WAhLKQ,2026-07-27 01:47:59+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-07-27 02:05:18.831017+00:00,https://i.ytimg.com/vi/bnb2wCI79yE/maxresdefault.jpg,බෙල්ලන්විල ඝාතනයේ වෙඩික්කරු හා යතුරුපැදිකරු දැලේ | Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026""]",25.0,PT2M40S,0.28884194916666667,2026-07-27 02:06:50.602131+00:00,2026-08-15 11:50:20.593489+00:00,0.3143339252777778,466.03933152472223
BO66LbgNFnI,UCn0XmAUFv6d2tofMFEesSNw,2026-08-05 14:45:06+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-05 14:31:03.256861+00:00,https://i.ytimg.com/vi/BO66LbgNFnI/maxresdefault.jpg,Aaley (ආලේ) | Episode 195 | 05th August 2026 | Sirasa TV,"ලංකාවේ ජනප්‍රියම ටෙලිනාට්‍යය සහ වැඩසටහන් නැරඹීමට #SirasaTV Youtube නාලිකාව දැන්ම Subscribe කරන්න 
👉 www.youtube.com/@SirasaOfficial

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡 
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 - https://www.facebook.com/sirasatvlk
*𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 - https://www.instagram.com/sirasatv.lk 
*𝗧𝗶𝗸𝗧𝗼𝗸 - https://www.tiktok.com/@sirasatv
*𝗧𝘄𝗶𝘁𝘁𝗲𝗿 - https://www.twitter.com/sirasatvlk 
*𝗪𝗲𝗯 - https://www.sirasatv.lk

#Aaley #SirasaTV #ThePeoplesChannel #lka","[""sirasa tv"",""sirasa tv live"",""live sirasa tv"",""sirasa tv live now"",""sirasa tv today"",""sirasa tv channel"",""sirasa tv channel live"",""sirasa tv live online"",""sirasa"",""tv live"",""sirasa youtube"",""sirasa live"",""sinhala teledrama"",""sirasa drama"",""Aaley teledrama"",""Aaley sirasa tv"",""Aaley sirasa"",""sirasa Aaley"",""Aaley episode"",""ale"",""Aaley today"",""sirasa tv aale"",""sirasa tv teledrama"",""aale teledrama sirasa tv"",""ale sirasa"",""ale teledrama"",""ආලේ"",""Aley"",""aale"",""aley teledrama"",""aley sirasa"",""aaley today""]",24.0,PT21M27S,-0.2340953163888889,2026-08-05 14:35:26.343957+00:00,2026-08-15 11:50:20.593489+00:00,-0.16101556749999998,237.08738708027778
Bp94crVFsw8,UCCK3OZi788Ok44K97WAhLKQ,2026-08-05 12:41:39+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-05 14:31:03.256861+00:00,https://i.ytimg.com/vi/Bp94crVFsw8/maxresdefault.jpg,"""අපි නොදන්න ඔවුන් දන්න ගිණුමකට මුදල් දාලා""""මේක තමයි මෙතන තියෙන ප්‍රශ්නය""| Ada Derana","Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

""අපි නොදන්න ඔවුන් දන්න ගිණුමකට
මුදල් දාලා""
""මේක තමයි මෙතන තියෙන ප්‍රශ්නය""

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews","[""AdaDerana"",""News"",""TvDerana"",""Sri Lanka"",""Colombo News"",""sri lanka news"",""news today"",""news derana"",""news ada derana"",""ada derana news"",""news sri lanka"",""news now"",""adaderananews"",""ada derana"",""latest news"",""derana news"",""today news"",""2026""]",25.0,PT2M50S,1.823404683611111,2026-08-05 14:35:26.343957+00:00,2026-08-15 11:50:20.593489+00:00,1.8964844325,239.14488708027778
bPdH2efJSls,UCgnFSj7jQffD5V5m05j4dPw,2026-08-01 04:39:13+00:00,active,2026-08-17 17:40:34.065725+00,2026-08-17 18:40:34.065725+00,1.0,2026-08-01 03:47:24.966897+00:00,https://i.ytimg.com/vi/bPdH2efJSls/maxresdefault.jpg,🔴 LIVE  :  News 1st: Prime Time English News - 9 PM | (31-07-2026),"#news1stenglishnews #PrimeTimeNews #News1st
🔴 LIVE  :  News 1st: Prime Time English News - 9 PM | (31-07-2026)

👉 Facebook Channel: https://m.me/j/AbaQ5X0ZEJrNW3q2/
👉 Whatsapp Channel එකට එකතු වෙන්න https://news1st.lk/WhatsappChannel
👉 Subscribe us: https://www.youtube.com/NewsFirstSrilanka

👉 JOIN US 
📌 Whatsapp - https://news1st.lk/whatsappg9
📌 Telegram - https://news1st.lk/Telegram  
📌 Viber - https://news1st.lk/viber  

👉 FOLLOW US    
📌Instagram - https://news1st.lk/instagram 
📌Youtube - https://news1st.lk/youtube 
📌Twitter - https://news1st.lk/twitter 
📌Tiktok - https://news1st.lk/tiktok 
📌Facebook - https://news1st.lk/facebook

Newsfirst.lk is a leading news website in Sri Lanka that provides a wide range of news and information on current events, politics, sports, weather, exams, business, entertainment, and world news. The website is known for its comprehensive coverage of breaking news and top stories from around the country and is a reliable source of up-to-date news and information. In addition to its news coverage, Newsfirst.lk also offers a variety of features and multimedia content, including video reports, podcasts, and photo galleries. Overall, Newsfirst.lk is an excellent resource for staying informed about the latest developments in Sri Lanka and around the world.

Web: www.newsfirst.lk
Email: contact@newsfirst.lk
Telephone: +94 114792700

#News1st #SirasaTV #SirasaNews #BreakingNews #NewsLive #NewsfirstDigital #WithThePeople #NewsAtSeven #NewsAtTen  #WeReportYouDecide","[""breaking news sri lanka"",""cricket sri lanka"",""English news"",""Investigative journalism"",""Live streaming"",""news from Sri Lanka"",""sirasa news"",""sirasa tv"",""sri lanka"",""Sri Lanka news"",""Sri Lanka politics"",""Sri Lanka sports"",""sri lanka trending"",""TV news"",""උණුසුම් පුවත්"",""නිවුස් ෆස්ට්"",""ලංකා නිවුස්"",""ශ්‍රී ලංකා ප්‍රවෘත්ති"",""සජීවි ප්‍රවෘත්ති"",""සිංහල නිව්ස්"",""සිරස ප්‍රවෘත්ති"",""news1st"",""Newsfirst Sri Lanka"",""Breaking News"",""Sri Lanka News Today"",""Sri Lanka News Live"",""Sri Lanka News Sinhala""]",22.0,PT48M26S,-0.8633425286111112,2026-08-01 03:50:23.164106+00:00,2026-08-15 11:50:20.593489+00:00,-0.8138433038888888,343.18544263583334
